cluster,number_of_accidents,average_accident_time,most_common_day
1633,1,2022-12-02 00:00:00+00:00,FRI
1634,1,2022-11-29 00:00:00+00:00,TUE
1635,1,2022-12-02 00:00:00+00:00,FRI
1636,1,2022-12-03 00:00:00+00:00,SAT
1637,1,2022-12-04 00:00:00+00:00,SUN
1638,1,2022-12-07 00:00:00+00:00,WED
1639,2,2023-04-03 00:00:00+00:00,MON
1640,4,2022-04-03 00:00:00+00:00,SUN
1641,4,2021-12-16 04:21:30+00:00,WED
1642,1,2022-12-07 00:00:00+00:00,WED
1643,4,2021-10-08 12:00:00+00:00,FRI
1644,1,2022-11-24 00:00:00+00:00,THU
1645,1,2022-12-06 00:00:00+00:00,TUE
1646,10,2021-04-26 08:30:42+00:00,FRI
1647,3,2021-12-30 05:08:20+00:00,FRI
1648,2,2023-01-19 00:00:00+00:00,SAT
1649,1,2022-11-24 00:00:00+00:00,THU
1650,2,2023-04-29 12:00:00+00:00,THU
1651,1,2022-12-09 00:00:00+00:00,FRI
1652,13,2021-05-09 01:23:32.307692288+00:00,MON
1653,1,2022-12-08 00:00:00+00:00,THU
1654,2,2022-03-27 00:00:00+00:00,FRI
1655,1,2022-12-08 00:00:00+00:00,THU
1656,1,2022-12-05 00:00:00+00:00,MON
1657,1,2022-12-08 00:00:00+00:00,THU
1658,1,2022-12-07 00:00:00+00:00,WED
1659,4,2022-03-27 12:08:00+00:00,MON
1660,1,2022-11-29 00:00:00+00:00,TUE
1661,2,2022-04-11 00:00:00+00:00,MON
1662,1,2022-12-11 00:00:00+00:00,SUN
1663,3,2022-08-25 08:00:00+00:00,MON
1664,2,2023-03-27 12:00:00+00:00,MON
1665,2,2021-11-25 12:00:00+00:00,MON
1666,2,2023-01-30 12:00:00+00:00,SAT
1667,6,2022-03-11 08:00:00+00:00,THU
1668,1,2022-12-16 00:00:00+00:00,FRI
1669,1,2022-12-14 00:00:00+00:00,WED
1670,1,2022-12-15 00:00:00+00:00,THU
1671,2,2022-08-30 00:00:00+00:00,THU
1672,1,2022-12-16 00:00:00+00:00,FRI
1673,5,2022-02-20 00:00:00+00:00,FRI
1674,1,2022-12-06 00:00:00+00:00,TUE
1675,1,2022-12-19 00:00:00+00:00,MON
1676,1,2022-12-14 00:00:00+00:00,WED
1677,1,2022-12-14 00:00:00+00:00,WED
1678,1,2022-12-15 00:00:00+00:00,THU
1679,3,2022-02-28 08:00:00+00:00,WED
1680,1,2022-12-10 00:00:00+00:00,SAT
1681,3,2022-09-26 16:00:00+00:00,FRI
1682,1,2022-12-16 00:00:00+00:00,FRI
1683,8,2022-06-08 23:02:00+00:00,TUE
1684,5,2021-06-20 04:48:00+00:00,TUE
1685,4,2022-07-08 18:00:00+00:00,THU
1686,1,2022-12-17 00:00:00+00:00,SAT
1687,2,2021-08-31 12:00:00+00:00,FRI
1688,1,2022-12-19 00:00:00+00:00,MON
1689,4,2022-07-25 12:00:00+00:00,FRI
1690,1,2022-12-22 00:00:00+00:00,THU
1691,3,2022-08-12 08:00:00+00:00,FRI
1692,1,2022-12-13 00:00:00+00:00,TUE
1693,4,2021-11-23 17:45:00+00:00,SUN
1694,1,2022-12-20 00:00:00+00:00,TUE
1695,1,2022-12-29 00:00:00+00:00,THU
1696,1,2022-12-26 09:30:00+00:00,MON
1697,1,2022-11-29 00:00:00+00:00,TUE
1698,5,2022-02-09 11:17:00+00:00,FRI
1699,2,2021-11-23 00:00:00+00:00,FRI
1700,1,2022-12-14 05:36:00+00:00,WED
1701,1,2022-12-24 22:51:00+00:00,SAT
1702,1,2022-12-31 00:00:00+00:00,SAT
1703,2,2021-10-11 12:00:00+00:00,SUN
1704,1,2022-12-31 00:00:00+00:00,SAT
1705,3,2022-09-22 00:00:00+00:00,WED
1706,1,2022-12-29 01:00:00+00:00,THU
1707,1,2022-12-16 00:00:00+00:00,FRI
1708,1,2022-12-30 00:00:00+00:00,FRI
1709,1,2023-01-02 00:00:00+00:00,MON
1710,1,2022-12-31 00:00:00+00:00,SAT
1711,8,2021-07-21 00:00:00+00:00,TUE
1712,2,2022-02-12 12:00:00+00:00,MON
1713,1,2022-12-16 00:00:00+00:00,FRI
1714,1,2022-12-16 00:00:00+00:00,FRI
1715,1,2022-12-29 00:00:00+00:00,THU
1716,1,2023-01-03 08:05:00+00:00,TUE
1717,2,2023-03-10 12:00:00+00:00,TUE
1718,1,2023-01-04 00:00:00+00:00,WED
1719,1,2023-01-08 00:00:00+00:00,SUN
1720,1,2022-12-23 00:00:00+00:00,FRI
1721,2,2021-09-19 00:00:00+00:00,SUN
1722,5,2020-11-08 12:32:36+00:00,THU
1723,1,2022-12-31 00:00:00+00:00,SAT
1724,1,2023-01-06 00:00:00+00:00,FRI
1725,2,2022-05-25 12:00:00+00:00,WED
1726,3,2021-06-11 00:00:00+00:00,THU
1727,3,2022-03-29 08:00:00+00:00,TUE
1728,1,2022-12-22 00:00:00+00:00,THU
1729,4,2021-11-03 09:51:15+00:00,FRI
1730,1,2023-01-08 00:00:00+00:00,SUN
1731,1,2023-01-01 00:00:00+00:00,SUN
1732,1,2023-01-09 00:00:00+00:00,MON
1733,2,2022-04-25 00:00:00+00:00,FRI
1734,2,2021-11-13 00:00:00+00:00,WED
1735,1,2023-01-01 00:00:00+00:00,SUN
1736,1,2023-01-12 00:00:00+00:00,THU
1737,1,2023-01-12 00:00:00+00:00,THU
1738,1,2022-12-13 00:00:00+00:00,TUE
1739,1,2023-01-06 00:00:00+00:00,FRI
1740,6,2022-11-23 14:50:20+00:00,MON
1741,3,2022-02-01 08:00:00+00:00,MON
1742,1,2023-01-04 00:00:00+00:00,WED
1743,2,2023-04-18 00:00:00+00:00,FRI
1744,1,2023-01-13 00:00:00+00:00,FRI
1745,1,2023-01-13 05:14:00+00:00,FRI
1746,1,2023-01-12 02:33:00+00:00,THU
1747,1,2023-01-15 00:00:00+00:00,SUN
1748,1,2022-12-31 00:00:00+00:00,SAT
1749,1,2023-01-08 00:00:00+00:00,SUN
1750,1,2023-01-11 00:00:00+00:00,WED
1751,1,2022-12-10 00:00:00+00:00,SAT
1752,1,2023-01-12 00:00:00+00:00,THU
1753,1,2023-01-12 00:00:00+00:00,THU
1754,1,2023-01-16 00:00:00+00:00,MON
1755,2,2021-12-20 12:00:00+00:00,FRI
1756,4,2022-03-08 00:00:00+00:00,WED
1757,1,2023-01-13 00:00:00+00:00,FRI
1758,1,2023-01-18 00:00:00+00:00,WED
1759,1,2023-01-19 00:00:00+00:00,THU
1760,1,2022-11-20 00:00:00+00:00,SUN
1761,1,2023-01-11 00:00:00+00:00,WED
1762,4,2022-10-25 08:37:15+00:00,MON
1763,1,2023-01-10 00:00:00+00:00,TUE
1764,1,2023-01-17 00:00:00+00:00,TUE
1765,1,2023-01-17 00:00:00+00:00,TUE
1766,4,2022-09-20 00:00:00+00:00,FRI
1767,2,2021-12-25 00:00:00+00:00,SUN
1768,1,2022-11-05 00:00:00+00:00,SAT
1769,2,2023-01-20 12:00:00+00:00,MON
1770,1,2023-01-19 00:00:00+00:00,THU
1771,1,2023-01-17 00:00:00+00:00,TUE
1772,1,2023-01-12 00:00:00+00:00,THU
1773,2,2023-01-12 00:00:00+00:00,THU
1774,11,2022-07-06 10:54:32.727272704+00:00,THU
1775,1,2023-01-12 00:00:00+00:00,THU
1776,1,2022-12-15 00:00:00+00:00,THU
1777,1,2023-01-24 06:58:00+00:00,TUE
1778,1,2023-01-18 00:00:00+00:00,WED
1779,1,2022-12-20 00:00:00+00:00,TUE
1780,1,2023-01-12 00:00:00+00:00,THU
1781,1,2023-01-25 00:00:00+00:00,WED
1782,1,2023-01-25 08:40:00+00:00,WED
1783,1,2022-12-14 10:01:00+00:00,WED
1784,2,2023-03-13 12:00:00+00:00,MON
1785,2,2022-01-31 12:00:00+00:00,WED
1786,1,2023-01-20 00:00:00+00:00,FRI
1787,2,2023-03-24 00:00:00+00:00,SAT
1788,1,2023-01-24 00:00:00+00:00,TUE
1789,1,2023-01-25 00:00:00+00:00,WED
1790,1,2023-01-18 00:00:00+00:00,WED
1791,1,2023-01-25 00:00:00+00:00,WED
1792,1,2023-01-26 00:00:00+00:00,THU
1793,3,2021-12-09 00:00:00+00:00,FRI
1794,1,2023-01-21 02:00:00+00:00,SAT
1795,1,2023-01-27 03:53:00+00:00,FRI
1796,3,2021-09-17 08:00:00+00:00,FRI
1797,1,2023-01-30 08:36:00+00:00,MON
1798,1,2023-01-28 00:00:00+00:00,SAT
1799,1,2023-01-25 00:00:00+00:00,WED
1800,2,2023-02-06 12:00:00+00:00,SAT
1801,6,2021-08-15 12:00:00+00:00,TUE
1802,1,2023-01-21 02:18:00+00:00,SAT
1803,1,2022-10-30 00:00:00+00:00,SUN
1804,3,2021-05-21 00:00:00+00:00,THU
1805,1,2022-11-26 00:00:00+00:00,SAT
1806,1,2022-11-28 00:00:00+00:00,MON
1807,1,2023-01-30 00:00:00+00:00,MON
1808,1,2023-01-07 00:00:00+00:00,SAT
1809,1,2023-02-02 00:00:00+00:00,THU
1810,1,2023-02-02 00:00:00+00:00,THU
1811,1,2023-01-17 00:00:00+00:00,TUE
1812,5,2023-01-20 14:24:00+00:00,FRI
1813,3,2022-05-30 16:00:00+00:00,THU
1814,3,2021-08-03 00:00:00+00:00,FRI
1815,1,2023-02-05 15:48:00+00:00,SUN
1816,1,2023-01-26 00:00:00+00:00,THU
1817,3,2021-05-12 00:00:00+00:00,MON
1818,1,2023-02-06 00:00:00+00:00,MON
1819,1,2023-02-08 00:00:00+00:00,WED
1820,1,2023-02-06 00:00:00+00:00,MON
1821,1,2023-01-17 00:00:00+00:00,TUE
1822,5,2022-05-04 00:00:00+00:00,THU
1823,1,2023-02-08 00:00:00+00:00,WED
1824,1,2023-02-07 00:00:00+00:00,TUE
1825,1,2023-02-02 00:00:00+00:00,THU
1826,6,2022-11-08 16:00:00+00:00,FRI
1827,4,2022-12-01 18:00:00+00:00,THU
1828,4,2022-12-30 18:00:00+00:00,MON
1829,1,2023-02-02 00:00:00+00:00,THU
1830,1,2023-02-09 00:00:00+00:00,THU
1831,2,2022-06-14 00:00:00+00:00,WED
1832,1,2023-01-25 00:00:00+00:00,WED
1833,4,2022-07-31 12:00:00+00:00,FRI
1834,1,2023-01-23 18:07:00+00:00,MON
1835,2,2022-08-26 10:00:00+00:00,FRI
1836,9,2022-09-19 18:40:00+00:00,TUE
1837,1,2023-02-04 00:00:00+00:00,SAT
1838,1,2023-02-08 00:00:00+00:00,WED
1839,4,2022-10-09 12:00:00+00:00,MON
1840,1,2023-01-09 00:00:00+00:00,MON
1841,1,2023-02-13 00:00:00+00:00,MON
1842,2,2021-08-31 12:00:00+00:00,TUE
1843,1,2023-01-28 00:00:00+00:00,SAT
1844,1,2023-02-08 00:00:00+00:00,WED
1845,1,2023-02-07 00:00:00+00:00,TUE
1846,10,2022-06-06 19:12:00+00:00,MON
1847,1,2023-02-14 00:00:00+00:00,TUE
1848,2,2021-09-03 12:00:00+00:00,FRI
1849,1,2023-02-14 00:00:00+00:00,TUE
1850,3,2022-03-21 15:40:00+00:00,SUN
1851,1,2023-02-16 07:00:00+00:00,THU
1852,1,2023-02-20 00:00:00+00:00,MON
1853,2,2021-08-01 12:00:00+00:00,WED
1854,6,2021-03-01 20:00:00+00:00,THU
1855,4,2022-05-13 00:00:00+00:00,SAT
1856,2,2021-10-20 00:00:00+00:00,TUE
1857,2,2022-03-28 00:00:00+00:00,MON
1858,1,2023-02-23 00:00:00+00:00,THU
1859,1,2023-02-14 00:00:00+00:00,TUE
1860,1,2023-02-21 00:00:00+00:00,TUE
1861,1,2023-02-16 00:00:00+00:00,THU
1862,1,2022-08-21 00:00:00+00:00,SUN
1863,4,2022-02-11 06:00:00+00:00,THU
1864,2,2023-02-23 12:00:00+00:00,SAT
1865,1,2023-02-26 00:00:00+00:00,SUN
1866,3,2022-09-25 16:00:00+00:00,THU
1867,1,2023-02-24 00:00:00+00:00,FRI
1868,1,2023-02-21 00:00:00+00:00,TUE
1869,1,2023-02-03 00:00:00+00:00,FRI
1870,1,2023-02-20 00:00:00+00:00,MON
1871,1,2023-02-23 00:00:00+00:00,THU
1872,1,2023-01-27 00:00:00+00:00,FRI
1873,1,2023-03-03 00:00:00+00:00,FRI
1874,1,2023-02-26 00:00:00+00:00,SUN
1875,1,2023-02-10 00:00:00+00:00,FRI
1876,1,2023-02-23 00:00:00+00:00,THU
1877,6,2022-01-26 00:00:00+00:00,FRI
1878,1,2023-02-23 00:00:00+00:00,THU
1879,4,2022-04-27 12:00:00+00:00,THU
1880,2,2023-05-04 12:00:00+00:00,FRI
1881,2,2023-04-23 12:00:00+00:00,FRI
1882,2,2022-09-04 12:00:00+00:00,TUE
1883,1,2023-02-27 10:30:00+00:00,MON
1884,1,2023-01-31 00:00:00+00:00,TUE
1885,1,2023-02-25 00:00:00+00:00,SAT
1886,4,2023-02-18 00:00:00+00:00,THU
1887,1,2023-03-06 00:00:00+00:00,MON
1888,2,2023-03-31 12:00:00+00:00,THU
1889,1,2023-03-07 00:00:00+00:00,TUE
1890,1,2023-03-04 00:00:00+00:00,SAT
1891,1,2023-03-04 00:00:00+00:00,SAT
1892,1,2023-02-14 00:00:00+00:00,TUE
1893,1,2023-03-01 00:00:00+00:00,WED
1894,1,2023-03-03 00:00:00+00:00,FRI
1895,3,2022-04-07 08:00:00+00:00,TUE
1896,1,2023-02-27 00:00:00+00:00,MON
1897,4,2022-11-14 00:00:00+00:00,WED
1898,2,2022-08-22 07:17:30+00:00,SAT
1899,1,2023-03-03 10:00:00+00:00,FRI
1900,1,2023-01-28 00:00:00+00:00,SAT
1901,1,2023-03-04 00:00:00+00:00,SAT
1902,6,2022-12-01 00:00:00+00:00,TUE
1903,1,2023-03-08 00:00:00+00:00,WED
1904,1,2023-02-24 00:00:00+00:00,FRI
1905,1,2023-02-23 00:00:00+00:00,THU
1906,6,2021-06-25 20:00:00+00:00,SUN
1907,1,2023-03-09 00:00:00+00:00,THU
1908,2,2023-03-26 00:00:00+00:00,TUE
1909,7,2022-02-27 12:15:00+00:00,FRI
1910,1,2023-03-10 00:00:00+00:00,FRI
1911,1,2023-03-13 00:00:00+00:00,MON
1912,2,2021-09-15 12:00:00+00:00,THU
1913,1,2023-03-02 00:00:00+00:00,THU
1914,1,2023-03-14 00:00:00+00:00,TUE
1915,3,2021-07-10 16:00:00+00:00,MON
1916,1,2023-03-01 00:00:00+00:00,WED
1917,2,2021-11-29 13:25:00+00:00,TUE
1918,1,2023-02-25 00:00:00+00:00,SAT
1919,10,2021-12-04 15:24:00+00:00,MON
1920,8,2022-04-23 00:00:00+00:00,TUE
1921,3,2022-07-24 16:00:00+00:00,TUE
1922,1,2023-03-13 00:00:00+00:00,MON
1923,4,2022-03-03 18:00:00+00:00,WED
1924,1,2023-03-17 00:00:00+00:00,FRI
1925,1,2023-03-16 00:00:00+00:00,THU
1926,1,2023-03-14 00:00:00+00:00,TUE
1927,1,2023-03-16 00:00:00+00:00,THU
1928,2,2023-04-18 00:00:00+00:00,FRI
1929,1,2023-03-18 00:00:00+00:00,SAT
1930,1,2023-03-20 00:00:00+00:00,MON
1931,1,2023-03-18 00:00:00+00:00,SAT
1932,1,2023-03-15 00:00:00+00:00,WED
1933,1,2023-02-27 00:00:00+00:00,MON
1934,1,2023-03-20 00:00:00+00:00,MON
1935,1,2023-03-21 00:00:00+00:00,TUE
1936,1,2023-03-13 00:00:00+00:00,MON
1937,1,2023-03-16 07:21:00+00:00,THU
1938,5,2021-12-14 09:36:00+00:00,THU
1939,6,2021-05-15 19:17:00+00:00,MON
1940,1,2023-03-25 00:00:00+00:00,SAT
1941,3,2022-04-27 08:52:00+00:00,THU
1942,2,2022-08-11 00:00:00+00:00,WED
1943,1,2023-02-18 00:00:00+00:00,SAT
1944,1,2023-03-24 00:00:00+00:00,FRI
1945,1,2023-03-17 00:00:00+00:00,FRI
1946,1,2023-03-30 00:00:00+00:00,THU
1947,1,2023-03-24 00:00:00+00:00,FRI
1948,1,2023-03-18 00:00:00+00:00,SAT
1949,1,2023-03-28 02:40:00+00:00,TUE
1950,1,2023-03-28 00:00:00+00:00,TUE
1951,1,2023-03-31 00:00:00+00:00,FRI
1952,1,2023-03-27 00:00:00+00:00,MON
1953,1,2023-01-04 00:00:00+00:00,WED
1954,1,2023-02-08 00:00:00+00:00,WED
1955,1,2023-03-11 00:00:00+00:00,SAT
1956,2,2021-08-19 00:00:00+00:00,SUN
1957,1,2023-03-31 00:00:00+00:00,FRI
1958,5,2022-01-08 13:01:00+00:00,THU
1959,2,2023-04-13 22:08:30+00:00,THU
1960,2,2022-10-25 12:00:00+00:00,MON
1961,4,2021-05-21 18:00:00+00:00,SAT
1962,4,2022-01-06 09:47:30+00:00,FRI
1963,1,2023-04-06 00:00:00+00:00,THU
1964,1,2023-04-04 00:00:00+00:00,TUE
1965,1,2023-04-02 00:00:00+00:00,SUN
1966,2,2022-08-14 12:00:00+00:00,THU
1967,1,2023-04-04 00:00:00+00:00,TUE
1968,5,2022-06-27 09:36:00+00:00,SUN
1969,2,2023-05-24 12:00:00+00:00,FRI
1970,1,2023-04-08 00:00:00+00:00,SAT
1971,2,2022-05-07 12:00:00+00:00,MON
1972,2,2022-03-16 00:00:00+00:00,MON
1973,1,2023-04-04 00:00:00+00:00,TUE
1974,1,2023-04-04 00:00:00+00:00,TUE
1975,4,2022-08-16 14:32:30+00:00,TUE
1976,1,2023-04-08 00:00:00+00:00,SAT
1977,4,2023-01-26 00:00:00+00:00,FRI
1978,1,2023-04-12 00:00:00+00:00,WED
1979,1,2023-04-07 00:00:00+00:00,FRI
1980,1,2023-04-08 00:00:00+00:00,SAT
1981,1,2023-04-16 03:00:00+00:00,SUN
1982,2,2022-05-22 12:00:00+00:00,SAT
1983,1,2023-04-01 00:00:00+00:00,SAT
1984,1,2023-04-07 00:00:00+00:00,FRI
1985,1,2023-04-07 00:00:00+00:00,FRI
1986,12,2022-06-03 15:23:20+00:00,MON
1987,1,2023-04-13 00:00:00+00:00,THU
1988,1,2023-04-14 00:00:00+00:00,FRI
1989,4,2021-10-31 06:00:00+00:00,WED
1990,1,2023-04-03 00:00:00+00:00,MON
1991,1,2023-04-14 00:00:00+00:00,FRI
1992,2,2022-02-12 00:00:00+00:00,SUN
1993,1,2023-04-19 00:00:00+00:00,WED
1994,1,2023-04-19 00:00:00+00:00,WED
1995,1,2023-03-03 00:00:00+00:00,FRI
1996,2,2022-10-23 12:00:00+00:00,FRI
1997,1,2023-04-21 00:00:00+00:00,FRI
1998,1,2023-04-20 00:00:00+00:00,THU
1999,1,2023-04-20 00:00:00+00:00,THU
2000,1,2023-04-20 00:00:00+00:00,THU
2001,3,2022-05-23 00:00:00+00:00,SUN
2002,2,2021-11-15 12:00:00+00:00,WED
2003,2,2023-05-22 00:00:00+00:00,WED
2004,2,2022-11-12 12:00:00+00:00,THU
2005,1,2023-04-24 00:00:00+00:00,MON
2006,3,2022-09-17 16:00:00+00:00,WED
2007,1,2023-04-23 00:00:00+00:00,SUN
2008,1,2023-03-30 00:00:00+00:00,THU
2009,1,2023-04-03 00:00:00+00:00,MON
2010,1,2023-04-13 00:00:00+00:00,THU
2011,1,2023-04-24 00:00:00+00:00,MON
2012,1,2023-04-15 00:00:00+00:00,SAT
2013,1,2022-04-21 00:00:00+00:00,THU
2014,2,2022-05-30 00:00:00+00:00,THU
2015,1,2023-04-15 00:00:00+00:00,SAT
2016,1,2023-04-08 00:00:00+00:00,SAT
2017,1,2023-04-27 00:00:00+00:00,THU
2018,1,2023-04-24 00:00:00+00:00,MON
2019,3,2022-10-01 08:00:00+00:00,TUE
2020,1,2023-04-24 00:00:00+00:00,MON
2021,3,2022-07-30 16:00:00+00:00,WED
2022,1,2023-04-06 00:00:00+00:00,THU
2023,1,2023-04-08 00:00:00+00:00,SAT
2024,1,2023-04-30 00:00:00+00:00,SUN
2025,1,2023-04-15 00:00:00+00:00,SAT
2026,1,2023-04-28 08:45:00+00:00,FRI
2027,6,2022-02-27 00:00:00+00:00,TUE
2028,1,2023-04-25 00:00:00+00:00,TUE
2029,1,2023-04-27 00:00:00+00:00,THU
2030,2,2023-05-03 12:00:00+00:00,TUE
2031,1,2023-04-23 00:00:00+00:00,SUN
2032,1,2023-04-20 00:00:00+00:00,THU
2033,5,2022-08-07 16:50:00+00:00,SAT
2034,1,2023-05-02 00:00:00+00:00,TUE
2035,1,2023-05-03 00:00:00+00:00,WED
2036,1,2023-04-10 00:00:00+00:00,MON
2037,1,2023-04-24 00:00:00+00:00,MON
2038,1,2023-05-02 00:00:00+00:00,TUE
2039,1,2023-05-02 00:00:00+00:00,TUE
2040,1,2023-05-05 00:00:00+00:00,FRI
2041,2,2022-11-12 12:00:00+00:00,THU
2042,3,2021-09-15 00:00:00+00:00,SUN
2043,1,2023-05-06 00:00:00+00:00,SAT
2044,1,2023-05-04 00:00:00+00:00,THU
2045,1,2023-02-28 00:00:00+00:00,TUE
2046,1,2023-04-11 00:00:00+00:00,TUE
2047,1,2023-04-28 00:00:00+00:00,FRI
2048,1,2023-04-30 00:00:00+00:00,SUN
2049,1,2023-05-08 00:00:00+00:00,MON
2050,1,2023-04-29 00:00:00+00:00,SAT
2051,1,2023-04-30 00:00:00+00:00,SUN
2052,2,2022-02-23 19:18:30+00:00,MON
2053,1,2023-04-07 00:00:00+00:00,FRI
2054,1,2023-05-09 14:37:00+00:00,TUE
2055,6,2022-10-20 00:00:00+00:00,WED
2056,1,2023-04-30 00:00:00+00:00,SUN
2057,2,2021-11-20 12:00:00+00:00,SUN
2058,1,2023-04-30 00:00:00+00:00,SUN
2059,1,2023-04-29 00:00:00+00:00,SAT
2060,1,2023-05-11 00:00:00+00:00,THU
2061,1,2023-05-12 00:00:00+00:00,FRI
2062,3,2022-02-04 00:00:00+00:00,THU
2063,2,2022-05-09 12:00:00+00:00,FRI
2064,1,2023-05-13 00:00:00+00:00,SAT
2065,1,2023-05-14 00:00:00+00:00,SUN
2066,1,2023-05-13 00:00:00+00:00,SAT
2067,1,2023-05-12 00:00:00+00:00,FRI
2068,1,2023-04-13 00:00:00+00:00,THU
2069,2,2022-11-08 00:00:00+00:00,WED
2070,6,2022-01-05 17:44:30+00:00,WED
2071,1,2023-04-02 00:00:00+00:00,SUN
2072,1,2023-05-14 00:00:00+00:00,SUN
2073,1,2023-05-12 16:58:00+00:00,FRI
2074,1,2023-05-10 00:00:00+00:00,WED
2075,1,2023-05-13 00:00:00+00:00,SAT
2076,1,2023-05-14 00:00:00+00:00,SUN
2077,2,2022-03-16 12:00:00+00:00,TUE
2078,1,2023-05-10 00:00:00+00:00,WED
2079,4,2021-10-11 09:20:15+00:00,TUE
2080,2,2022-06-27 00:00:00+00:00,SUN
2081,3,2021-10-06 12:53:20+00:00,FRI
2082,1,2023-05-15 00:00:00+00:00,MON
2083,1,2023-05-10 00:00:00+00:00,WED
2084,1,2023-05-11 00:00:00+00:00,THU
2085,1,2023-05-18 00:00:00+00:00,THU
2086,3,2022-06-02 13:31:40+00:00,THU
2087,1,2023-05-18 00:00:00+00:00,THU
2088,1,2023-05-16 00:00:00+00:00,TUE
2089,1,2023-05-21 00:00:00+00:00,SUN
2090,1,2023-05-19 00:00:00+00:00,FRI
2091,2,2022-03-16 12:00:00+00:00,THU
2092,1,2023-05-19 00:00:00+00:00,FRI
2093,1,2023-04-30 00:00:00+00:00,SUN
2094,2,2023-06-12 00:00:00+00:00,WED
2095,1,2023-05-06 00:00:00+00:00,SAT
2096,2,2021-12-24 12:00:00+00:00,TUE
2097,2,2021-12-30 00:00:00+00:00,SUN
2098,1,2023-04-15 00:00:00+00:00,SAT
2099,3,2022-08-24 16:00:00+00:00,SAT
2100,1,2023-05-24 00:00:00+00:00,WED
2101,1,2023-05-24 00:00:00+00:00,WED
2102,1,2023-05-19 00:00:00+00:00,FRI
2103,1,2023-05-13 00:00:00+00:00,SAT
2104,1,2023-04-25 00:00:00+00:00,TUE
2105,1,2023-05-07 00:00:00+00:00,SUN
2106,2,2023-06-24 00:00:00+00:00,SAT
2107,1,2023-05-07 00:00:00+00:00,SUN
2108,1,2023-05-10 00:00:00+00:00,WED
2109,2,2022-05-25 00:00:00+00:00,MON
2110,1,2023-05-27 00:00:00+00:00,SAT
2111,1,2023-05-20 14:07:00+00:00,SAT
2112,3,2022-11-14 00:00:00+00:00,MON
2113,1,2023-05-26 00:00:00+00:00,FRI
2114,2,2022-03-29 12:00:00+00:00,THU
2115,4,2022-01-19 00:00:00+00:00,SAT
2116,1,2023-05-14 00:00:00+00:00,SUN
2117,2,2023-06-30 00:00:00+00:00,FRI
2118,1,2023-05-28 00:00:00+00:00,SUN
2119,1,2023-05-26 08:31:00+00:00,FRI
2120,2,2021-11-10 12:00:00+00:00,MON
2121,2,2023-04-18 09:40:00+00:00,THU
2122,1,2023-05-25 00:00:00+00:00,THU
2123,1,2023-05-30 00:00:00+00:00,TUE
2124,1,2023-05-29 00:00:00+00:00,MON
2125,1,2023-05-25 00:00:00+00:00,THU
2126,1,2023-05-31 00:00:00+00:00,WED
2127,2,2023-07-04 12:00:00+00:00,SUN
2128,1,2023-05-08 00:00:00+00:00,MON
2129,5,2022-04-18 18:32:24+00:00,WED
2130,1,2023-06-05 00:00:00+00:00,MON
2131,1,2023-06-04 00:00:00+00:00,SUN
2132,1,2023-05-30 00:00:00+00:00,TUE
2133,2,2022-02-19 12:00:00+00:00,SUN
2134,1,2023-06-01 00:00:00+00:00,THU
2135,1,2023-06-01 00:00:00+00:00,THU
2136,1,2023-06-08 00:00:00+00:00,THU
2137,1,2023-06-02 00:00:00+00:00,FRI
2138,2,2023-07-21 12:00:00+00:00,FRI
2139,1,2023-05-22 00:00:00+00:00,MON
2140,2,2021-10-13 00:00:00+00:00,FRI
2141,4,2021-07-04 10:05:00+00:00,MON
2142,1,2023-06-13 12:25:00+00:00,TUE
2143,1,2023-06-03 00:00:00+00:00,SAT
2144,1,2023-06-03 23:12:00+00:00,SAT
2145,1,2023-06-10 00:05:00+00:00,SAT
2146,1,2023-06-06 00:00:00+00:00,TUE
2147,1,2023-06-08 00:00:00+00:00,THU
2148,1,2023-06-14 00:00:00+00:00,WED
2149,8,2022-04-12 08:07:22.500000+00:00,SAT
2150,1,2023-06-03 00:00:00+00:00,SAT
2151,1,2023-05-10 00:00:00+00:00,WED
2152,1,2023-05-24 00:00:00+00:00,WED
2153,1,2023-05-21 00:00:00+00:00,SUN
2154,1,2023-06-02 00:00:00+00:00,FRI
2155,1,2023-06-13 00:00:00+00:00,TUE
2156,2,2021-12-03 12:00:00+00:00,MON
2157,1,2023-06-12 00:00:00+00:00,MON
2158,1,2023-06-09 00:00:00+00:00,FRI
2159,1,2023-04-27 00:00:00+00:00,THU
2160,1,2023-06-16 00:00:00+00:00,FRI
2161,2,2022-02-06 12:00:00+00:00,WED
2162,2,2022-05-22 00:00:00+00:00,SAT
2163,1,2023-06-11 00:00:00+00:00,SUN
2164,1,2023-06-14 00:00:00+00:00,WED
2165,2,2021-12-06 00:00:00+00:00,THU
2166,1,2023-06-10 00:00:00+00:00,SAT
2167,2,2022-03-08 12:00:00+00:00,SAT
2168,1,2023-06-07 00:00:00+00:00,WED
2169,1,2023-06-02 00:00:00+00:00,FRI
2170,1,2023-06-07 00:00:00+00:00,WED
2171,2,2022-11-20 00:00:00+00:00,TUE
2172,1,2023-06-22 00:00:00+00:00,THU
2173,1,2023-06-21 00:00:00+00:00,WED
2174,1,2023-06-17 00:00:00+00:00,SAT
2175,1,2023-06-19 00:00:00+00:00,MON
2176,1,2023-06-12 00:00:00+00:00,MON
2177,1,2023-06-23 00:00:00+00:00,FRI
2178,1,2023-06-06 00:00:00+00:00,TUE
