cluster,number_of_accidents,average_accident_time,most_common_day
3815,1,2020-07-28 00:00:00+00:00,TUE
3816,1,2020-07-23 00:00:00+00:00,THU
3817,1,2020-07-23 00:00:00+00:00,THU
3818,1,2020-03-06 00:00:00+00:00,FRI
3819,1,2020-07-22 00:00:00+00:00,WED
3820,1,2020-07-21 00:00:00+00:00,TUE
3821,1,2020-07-19 00:00:00+00:00,SUN
3822,1,2020-07-19 16:22:00+00:00,SUN
3823,1,2020-06-23 03:50:00+00:00,TUE
3824,1,2020-07-16 00:00:00+00:00,THU
3825,1,2020-07-08 00:00:00+00:00,WED
3826,1,2020-07-09 00:00:00+00:00,THU
3827,1,2020-07-04 00:00:00+00:00,SAT
3828,1,2020-07-04 00:00:00+00:00,SAT
3829,1,2020-07-04 00:00:00+00:00,SAT
3830,1,2020-06-27 00:00:00+00:00,SAT
3831,1,2020-06-29 00:00:00+00:00,MON
3832,1,2020-06-27 00:00:00+00:00,SAT
3833,2,2020-04-20 12:00:00+00:00,FRI
3834,1,2020-06-21 00:00:00+00:00,SUN
3835,1,2020-06-23 00:00:00+00:00,TUE
3836,1,2020-06-21 02:14:00+00:00,SUN
3837,3,2020-03-29 16:00:00+00:00,WED
3838,1,2020-06-14 00:00:00+00:00,SUN
3839,1,2020-06-07 00:00:00+00:00,SUN
3840,1,2020-06-14 00:00:00+00:00,SUN
3841,1,2020-06-10 00:00:00+00:00,WED
3842,1,2020-06-09 00:00:00+00:00,TUE
3843,1,2020-05-22 00:00:00+00:00,FRI
3844,1,2020-05-30 18:40:00+00:00,SAT
3845,1,2020-05-29 00:00:00+00:00,FRI
3846,1,2020-05-31 00:00:00+00:00,SUN
3847,2,2020-04-27 00:00:00+00:00,TUE
3848,1,2020-05-26 00:00:00+00:00,TUE
3849,1,2020-05-10 00:00:00+00:00,SUN
3850,1,2020-05-18 00:00:00+00:00,MON
3851,1,2020-05-16 00:00:00+00:00,SAT
3852,1,2020-05-13 00:00:00+00:00,WED
3853,1,2020-05-10 00:00:00+00:00,SUN
3854,1,2020-05-03 00:00:00+00:00,SUN
3855,1,2020-05-01 00:00:00+00:00,FRI
3856,1,2020-04-20 00:00:00+00:00,MON
3857,1,2020-04-22 00:00:00+00:00,WED
3858,1,2020-04-19 00:00:00+00:00,SUN
3859,1,2020-04-19 00:00:00+00:00,SUN
3860,1,2020-04-06 00:00:00+00:00,MON
3861,1,2020-02-13 00:00:00+00:00,THU
3862,2,2020-03-19 12:00:00+00:00,SUN
3863,2,2020-02-18 00:00:00+00:00,SAT
3864,1,2020-03-29 00:00:00+00:00,SUN
3865,1,2020-03-16 00:00:00+00:00,MON
3866,2,2020-04-18 22:46:00+00:00,SAT
3867,1,2020-03-14 00:00:00+00:00,SAT
3868,1,2020-03-12 00:00:00+00:00,THU
3869,1,2020-03-10 00:00:00+00:00,TUE
3870,1,2020-02-19 00:00:00+00:00,WED
3871,1,2020-03-07 00:00:00+00:00,SAT
3872,1,2020-03-04 00:00:00+00:00,WED
3873,1,2020-02-25 05:35:00+00:00,TUE
3874,1,2020-02-27 00:00:00+00:00,THU
3875,1,2020-02-24 00:00:00+00:00,MON
3876,1,2020-02-15 00:00:00+00:00,SAT
3877,1,2020-02-14 00:00:00+00:00,FRI
3878,1,2020-02-13 00:00:00+00:00,THU
3879,1,2020-02-13 00:00:00+00:00,THU
3880,1,2020-02-04 00:00:00+00:00,TUE
3881,1,2020-01-29 00:00:00+00:00,WED
3882,1,2020-01-25 00:00:00+00:00,SAT
3883,1,2020-01-26 05:42:00+00:00,SUN
3884,1,2020-01-24 00:00:00+00:00,FRI
3885,1,2020-01-22 00:00:00+00:00,WED
3886,1,2020-01-18 22:30:00+00:00,SAT
3887,1,2020-01-13 00:00:00+00:00,MON
3888,1,2020-01-14 00:00:00+00:00,TUE
3889,1,2020-01-11 00:00:00+00:00,SAT
3890,1,2020-01-10 00:00:00+00:00,FRI
3891,1,2020-01-09 00:00:00+00:00,THU
3892,1,2020-01-10 00:00:00+00:00,FRI
3893,1,2020-01-06 00:00:00+00:00,MON
3894,1,2020-01-04 00:00:00+00:00,SAT
3895,1,2020-01-08 00:00:00+00:00,WED
3896,1,2020-01-05 00:00:00+00:00,SUN
3897,1,2020-01-01 00:00:00+00:00,WED
3898,1,2020-01-02 00:00:00+00:00,THU
3899,1,2020-01-01 00:00:00+00:00,WED
3900,1,2020-01-01 00:00:00+00:00,WED
3901,1,2020-01-04 00:00:00+00:00,SAT
3902,1,2020-01-06 14:31:00+00:00,MON
3903,4,2020-10-13 04:25:00+00:00,SAT
3904,1,2020-01-06 00:00:00+00:00,MON
3905,1,2020-01-06 00:00:00+00:00,MON
3906,1,2020-01-01 00:00:00+00:00,WED
3907,1,2020-01-05 20:00:00+00:00,SUN
3908,1,2020-01-06 00:00:00+00:00,MON
3909,1,2020-01-08 00:00:00+00:00,WED
3910,1,2020-01-08 00:00:00+00:00,WED
3911,1,2020-01-11 00:00:00+00:00,SAT
3912,1,2020-01-07 00:00:00+00:00,TUE
3913,4,2020-10-22 00:00:00+00:00,SAT
3914,1,2020-01-14 00:00:00+00:00,TUE
3915,7,2020-10-24 00:00:00+00:00,THU
3916,1,2020-01-15 00:00:00+00:00,WED
3917,1,2020-01-13 00:00:00+00:00,MON
3918,4,2021-01-13 12:00:00+00:00,THU
3919,1,2020-01-16 00:00:00+00:00,THU
3920,1,2020-01-13 00:00:00+00:00,MON
3921,1,2020-01-17 15:55:00+00:00,FRI
3922,1,2020-01-18 15:31:00+00:00,SAT
3923,8,2020-10-04 06:00:00+00:00,TUE
3924,1,2020-01-25 00:00:00+00:00,SAT
3925,1,2020-01-29 00:00:00+00:00,WED
3926,1,2020-01-28 00:00:00+00:00,TUE
3927,1,2020-01-20 00:00:00+00:00,MON
3928,2,2020-10-18 12:00:00+00:00,TUE
3929,1,2020-01-29 21:09:00+00:00,WED
3930,1,2020-02-01 00:00:00+00:00,SAT
3931,2,2020-03-28 00:37:30+00:00,FRI
3932,1,2020-01-24 00:00:00+00:00,FRI
3933,1,2020-02-03 00:00:00+00:00,MON
3934,2,2020-03-26 00:00:00+00:00,MON
3935,2,2020-02-16 10:30:00+00:00,FRI
3936,1,2020-02-10 00:00:00+00:00,MON
3937,1,2020-02-10 00:00:00+00:00,MON
3938,1,2020-02-06 00:00:00+00:00,THU
3939,1,2020-01-30 00:00:00+00:00,THU
3940,1,2020-02-05 19:13:00+00:00,WED
3941,1,2020-02-11 11:18:00+00:00,TUE
3942,1,2020-02-06 11:30:00+00:00,THU
3943,1,2020-02-13 00:00:00+00:00,THU
3944,2,2020-02-25 00:00:00+00:00,FRI
3945,6,2020-07-26 03:10:00+00:00,TUE
3946,4,2020-12-23 06:00:00+00:00,THU
3947,1,2020-02-17 00:00:00+00:00,MON
3948,4,2020-08-27 23:21:15+00:00,SUN
3949,3,2021-01-15 16:00:00+00:00,TUE
3950,1,2020-02-20 15:30:00+00:00,THU
3951,1,2020-02-20 00:00:00+00:00,THU
3952,1,2020-02-16 00:00:00+00:00,SUN
3953,2,2020-10-06 12:00:00+00:00,FRI
3954,2,2020-09-22 00:00:00+00:00,SUN
3955,1,2020-02-29 00:00:00+00:00,SAT
3956,1,2020-02-28 00:00:00+00:00,FRI
3957,1,2020-02-28 00:00:00+00:00,FRI
3958,1,2020-03-02 00:00:00+00:00,MON
3959,1,2020-02-29 00:00:00+00:00,SAT
3960,1,2020-02-29 04:45:00+00:00,SAT
3961,1,2020-03-02 16:40:00+00:00,MON
3962,2,2020-09-20 12:00:00+00:00,TUE
3963,1,2020-03-06 00:00:00+00:00,FRI
3964,3,2020-06-07 16:00:00+00:00,FRI
3965,1,2020-03-07 00:00:00+00:00,SAT
3966,2,2020-11-06 12:00:00+00:00,SAT
3967,2,2020-05-26 12:00:00+00:00,FRI
3968,1,2020-03-07 00:00:00+00:00,SAT
3969,1,2020-03-13 00:00:00+00:00,FRI
3970,3,2020-12-27 16:00:00+00:00,FRI
3971,5,2021-02-01 00:00:00+00:00,THU
3972,1,2020-03-10 00:00:00+00:00,TUE
3973,1,2020-03-10 16:00:00+00:00,TUE
3974,1,2020-03-14 00:00:00+00:00,SAT
3975,2,2020-05-03 12:00:00+00:00,FRI
3976,1,2020-03-14 00:00:00+00:00,SAT
3977,1,2020-03-19 00:00:00+00:00,THU
3978,1,2020-03-20 00:00:00+00:00,FRI
3979,2,2020-10-29 12:00:00+00:00,MON
3980,1,2020-03-26 20:26:00+00:00,THU
3981,1,2020-03-26 16:45:00+00:00,THU
3982,1,2020-03-29 00:00:00+00:00,SUN
3983,1,2020-03-26 00:00:00+00:00,THU
3984,2,2020-11-11 12:00:00+00:00,SUN
3985,4,2020-11-14 00:00:00+00:00,TUE
3986,1,2020-04-02 00:00:00+00:00,THU
3987,1,2020-04-02 00:00:00+00:00,THU
3988,1,2020-04-02 00:00:00+00:00,THU
3989,1,2020-04-07 00:00:00+00:00,TUE
3990,1,2020-04-06 00:00:00+00:00,MON
3991,1,2020-03-15 00:00:00+00:00,SUN
3992,1,2020-03-15 00:00:00+00:00,SUN
3993,1,2020-04-09 00:00:00+00:00,THU
3994,2,2021-01-07 00:00:00+00:00,MON
3995,1,2020-04-20 00:00:00+00:00,MON
3996,1,2020-04-29 00:00:00+00:00,WED
3997,1,2020-04-26 00:00:00+00:00,SUN
3998,3,2020-09-03 08:00:00+00:00,MON
3999,1,2020-04-28 00:00:00+00:00,TUE
4000,4,2020-10-15 00:00:00+00:00,WED
4001,1,2020-05-06 00:00:00+00:00,WED
4002,1,2020-05-11 00:00:00+00:00,MON
4003,1,2020-05-10 00:00:00+00:00,SUN
4004,2,2021-01-13 12:00:00+00:00,SUN
4005,1,2020-05-11 20:00:00+00:00,MON
4006,1,2020-05-18 00:00:00+00:00,MON
4007,3,2020-10-28 16:00:00+00:00,FRI
4008,1,2020-05-19 00:00:00+00:00,TUE
4009,1,2020-05-19 00:00:00+00:00,TUE
4010,1,2020-05-21 00:00:00+00:00,THU
4011,1,2020-05-24 00:00:00+00:00,SUN
4012,1,2020-05-26 00:00:00+00:00,TUE
4013,2,2020-08-14 12:00:00+00:00,MON
4014,1,2020-06-03 00:00:00+00:00,WED
4015,1,2020-06-04 00:00:00+00:00,THU
4016,1,2020-06-04 00:00:00+00:00,THU
4017,1,2020-06-04 00:00:00+00:00,THU
4018,2,2021-02-01 12:00:00+00:00,SAT
4019,2,2020-08-05 12:00:00+00:00,WED
4020,1,2020-06-10 00:00:00+00:00,WED
4021,1,2020-06-12 00:00:00+00:00,FRI
4022,2,2021-04-04 12:00:00+00:00,TUE
4023,1,2020-06-19 00:00:00+00:00,FRI
4024,1,2020-06-19 00:00:00+00:00,FRI
4025,4,2021-03-23 12:00:00+00:00,FRI
4026,1,2020-06-20 00:00:00+00:00,SAT
4027,1,2020-06-23 00:00:00+00:00,TUE
4028,1,2020-06-25 00:00:00+00:00,THU
4029,1,2020-06-25 17:35:00+00:00,THU
4030,2,2021-02-07 12:00:00+00:00,THU
4031,1,2020-06-27 00:00:00+00:00,SAT
4032,1,2020-06-23 00:00:00+00:00,TUE
4033,1,2020-07-01 00:00:00+00:00,WED
4034,1,2020-07-05 00:00:00+00:00,SUN
4035,1,2020-07-03 00:00:00+00:00,FRI
4036,1,2020-07-02 00:00:00+00:00,THU
4037,1,2020-07-02 00:00:00+00:00,THU
4038,1,2020-06-27 00:00:00+00:00,SAT
4039,1,2020-07-02 00:00:00+00:00,THU
4040,1,2020-06-29 18:35:00+00:00,MON
4041,1,2020-07-09 00:00:00+00:00,THU
4042,1,2020-07-07 00:00:00+00:00,TUE
4043,1,2020-07-10 00:00:00+00:00,FRI
4044,2,2020-07-22 00:00:00+00:00,SUN
4045,1,2020-07-13 16:30:00+00:00,MON
4046,1,2020-07-10 00:00:00+00:00,FRI
4047,1,2020-07-12 20:00:00+00:00,SUN
4048,1,2020-07-15 00:00:00+00:00,WED
4049,1,2020-07-15 00:00:00+00:00,WED
4050,1,2020-07-16 00:00:00+00:00,THU
4051,1,2020-05-31 00:00:00+00:00,SUN
4052,2,2020-11-20 12:00:00+00:00,TUE
4053,1,2020-07-25 20:00:00+00:00,SAT
4054,1,2020-07-15 00:00:00+00:00,WED
4055,2,2020-11-24 12:00:00+00:00,THU
4056,1,2020-07-27 19:10:00+00:00,MON
4057,1,2020-07-26 00:00:00+00:00,SUN
4058,2,2020-08-28 00:00:00+00:00,MON
4059,1,2020-08-01 00:00:00+00:00,SAT
4060,1,2020-08-02 00:00:00+00:00,SUN
4061,1,2020-08-01 01:12:00+00:00,SAT
4062,1,2020-08-07 00:00:00+00:00,FRI
4063,1,2020-08-04 00:00:00+00:00,TUE
4064,1,2020-08-03 23:07:00+00:00,MON
4065,1,2020-07-15 15:50:00+00:00,WED
4066,3,2020-12-15 08:00:00+00:00,SUN
4067,1,2020-08-13 00:00:00+00:00,THU
4068,1,2020-08-11 00:00:00+00:00,TUE
4069,1,2020-07-31 00:00:00+00:00,FRI
4070,2,2021-07-10 12:00:00+00:00,MON
4071,2,2021-02-08 07:45:00+00:00,MON
4072,1,2020-08-21 00:00:00+00:00,FRI
4073,1,2020-08-07 00:00:00+00:00,FRI
4074,1,2020-08-23 00:00:00+00:00,SUN
4075,1,2020-08-24 00:00:00+00:00,MON
4076,1,2020-09-10 00:00:00+00:00,THU
4077,2,2021-01-06 12:00:00+00:00,SAT
4078,1,2020-09-12 00:00:00+00:00,SAT
4079,1,2020-09-12 00:00:00+00:00,SAT
4080,1,2020-09-02 00:00:00+00:00,WED
4081,1,2020-09-07 00:00:00+00:00,MON
4082,2,2021-01-24 12:00:00+00:00,TUE
4083,1,2020-09-15 00:00:00+00:00,TUE
4084,1,2020-09-14 00:00:00+00:00,MON
4085,1,2020-09-19 15:25:00+00:00,SAT
4086,1,2020-09-22 00:00:00+00:00,TUE
4087,1,2020-09-18 00:00:00+00:00,FRI
4088,1,2020-09-20 17:52:00+00:00,SUN
4089,1,2020-09-18 00:00:00+00:00,FRI
4090,1,2020-09-20 00:00:00+00:00,SUN
4091,1,2020-09-20 00:00:00+00:00,SUN
4092,1,2020-09-17 00:00:00+00:00,THU
4093,2,2020-10-09 12:00:00+00:00,TUE
4094,1,2020-09-24 00:00:00+00:00,THU
4095,1,2020-09-21 00:00:00+00:00,MON
4096,1,2020-09-30 00:00:00+00:00,WED
4097,1,2020-10-02 00:00:00+00:00,FRI
4098,1,2020-10-02 00:00:00+00:00,FRI
4099,1,2020-10-04 00:00:00+00:00,SUN
4100,2,2021-03-28 12:00:00+00:00,TUE
4101,1,2020-10-02 00:00:00+00:00,FRI
4102,1,2020-10-05 00:00:00+00:00,MON
4103,1,2020-10-07 00:00:00+00:00,WED
4104,1,2020-10-01 00:00:00+00:00,THU
4105,1,2020-10-07 00:00:00+00:00,WED
4106,1,2020-10-08 00:00:00+00:00,THU
4107,1,2020-09-27 00:00:00+00:00,SUN
4108,1,2020-10-10 00:00:00+00:00,SAT
4109,1,2020-10-09 00:00:00+00:00,FRI
4110,1,2020-10-15 00:00:00+00:00,THU
4111,1,2020-10-14 00:00:00+00:00,WED
4112,1,2020-10-15 00:00:00+00:00,THU
4113,1,2020-10-15 00:00:00+00:00,THU
4114,1,2020-10-15 00:00:00+00:00,THU
4115,1,2020-10-14 00:00:00+00:00,WED
4116,1,2020-10-24 00:00:00+00:00,SAT
4117,1,2020-10-25 00:00:00+00:00,SUN
4118,1,2020-10-25 00:00:00+00:00,SUN
4119,1,2020-10-18 00:00:00+00:00,SUN
4120,1,2020-10-27 00:00:00+00:00,TUE
4121,1,2020-10-30 00:00:00+00:00,FRI
4122,1,2020-10-25 00:00:00+00:00,SUN
4123,1,2020-10-28 00:00:00+00:00,WED
4124,1,2020-10-23 00:00:00+00:00,FRI
4125,1,2020-10-27 00:00:00+00:00,TUE
4126,2,2021-04-18 00:00:00+00:00,WED
4127,1,2020-11-09 00:00:00+00:00,MON
4128,1,2020-11-09 00:00:00+00:00,MON
4129,3,2021-02-23 13:17:40+00:00,TUE
4130,1,2020-11-11 00:00:00+00:00,WED
4131,1,2020-11-12 00:00:00+00:00,THU
4132,1,2020-11-12 00:00:00+00:00,THU
4133,1,2020-11-16 00:00:00+00:00,MON
4134,1,2020-11-14 00:00:00+00:00,SAT
4135,1,2020-11-25 00:00:00+00:00,WED
4136,1,2020-11-26 00:00:00+00:00,THU
4137,1,2020-11-24 00:00:00+00:00,TUE
4138,1,2020-11-19 00:00:00+00:00,THU
4139,1,2020-11-17 00:00:00+00:00,TUE
4140,1,2020-11-21 00:00:00+00:00,SAT
4141,1,2020-11-22 00:00:00+00:00,SUN
4142,1,2020-11-22 00:00:00+00:00,SUN
4143,1,2020-11-21 00:00:00+00:00,SAT
4144,1,2020-11-29 00:00:00+00:00,SUN
4145,1,2020-11-25 00:00:00+00:00,WED
4146,1,2020-11-30 00:00:00+00:00,MON
4147,1,2020-11-30 00:00:00+00:00,MON
4148,1,2020-11-28 00:00:00+00:00,SAT
4149,1,2020-12-02 00:00:00+00:00,WED
4150,1,2020-12-02 00:00:00+00:00,WED
4151,2,2021-01-18 00:00:00+00:00,FRI
4152,1,2020-12-10 00:00:00+00:00,THU
4153,1,2020-12-10 18:20:00+00:00,THU
4154,2,2021-01-23 20:16:30+00:00,WED
4155,1,2020-12-11 00:00:00+00:00,FRI
4156,1,2020-12-11 00:00:00+00:00,FRI
4157,1,2020-12-12 00:00:00+00:00,SAT
4158,1,2020-12-14 00:00:00+00:00,MON
4159,1,2020-12-18 00:00:00+00:00,FRI
4160,1,2020-12-13 00:00:00+00:00,SUN
4161,1,2020-12-22 00:00:00+00:00,TUE
4162,1,2020-12-21 00:00:00+00:00,MON
4163,1,2020-12-27 00:00:00+00:00,SUN
4164,1,2020-12-29 00:00:00+00:00,TUE
4165,1,2020-12-31 00:00:00+00:00,THU
4166,1,2020-12-23 00:00:00+00:00,WED
4167,1,2020-12-30 00:00:00+00:00,WED
4168,3,2021-04-27 16:00:00+00:00,WED
4169,1,2020-12-28 00:00:00+00:00,MON
4170,1,2020-12-30 00:00:00+00:00,WED
4171,2,2021-04-30 12:00:00+00:00,MON
4172,1,2021-01-13 00:00:00+00:00,WED
4173,3,2021-04-01 00:20:00+00:00,SAT
4174,1,2021-01-20 00:00:00+00:00,WED
4175,1,2021-01-20 00:00:00+00:00,WED
4176,1,2021-01-17 00:00:00+00:00,SUN
4177,1,2021-01-22 00:00:00+00:00,FRI
4178,2,2021-04-13 00:00:00+00:00,SAT
4179,1,2021-01-24 00:00:00+00:00,SUN
4180,1,2021-01-24 00:00:00+00:00,SUN
4181,1,2021-01-22 00:00:00+00:00,FRI
4182,3,2021-06-10 16:00:00+00:00,THU
4183,1,2021-02-03 00:00:00+00:00,WED
4184,1,2021-02-05 00:00:00+00:00,FRI
4185,1,2021-02-11 00:00:00+00:00,THU
4186,1,2021-02-12 00:00:00+00:00,FRI
4187,1,2021-02-18 00:00:00+00:00,THU
4188,1,2021-02-22 00:00:00+00:00,MON
4189,1,2021-02-13 00:00:00+00:00,SAT
4190,1,2021-02-26 00:00:00+00:00,FRI
4191,1,2021-02-25 00:00:00+00:00,THU
4192,1,2021-02-27 00:00:00+00:00,SAT
4193,1,2021-02-23 00:00:00+00:00,TUE
4194,1,2021-02-20 00:00:00+00:00,SAT
4195,1,2021-02-28 00:00:00+00:00,SUN
4196,1,2021-01-02 00:00:00+00:00,SAT
4197,1,2021-03-04 00:00:00+00:00,THU
4198,1,2021-03-04 00:00:00+00:00,THU
4199,1,2021-03-08 00:00:00+00:00,MON
4200,1,2021-02-28 00:00:00+00:00,SUN
4201,1,2021-03-08 00:00:00+00:00,MON
4202,1,2021-03-09 00:00:00+00:00,TUE
4203,1,2021-03-11 00:00:00+00:00,THU
4204,1,2021-03-08 00:00:00+00:00,MON
4205,1,2020-11-14 00:00:00+00:00,SAT
4206,1,2021-03-13 00:00:00+00:00,SAT
4207,1,2021-03-15 00:00:00+00:00,MON
4208,1,2021-03-16 00:00:00+00:00,TUE
4209,2,2021-04-21 12:00:00+00:00,SAT
4210,1,2021-03-14 00:00:00+00:00,SUN
4211,1,2021-03-16 00:00:00+00:00,TUE
4212,3,2021-09-06 00:00:00+00:00,TUE
4213,1,2021-03-14 00:00:00+00:00,SUN
4214,1,2021-03-18 00:00:00+00:00,THU
4215,1,2021-03-19 00:00:00+00:00,FRI
4216,1,2021-03-19 00:00:00+00:00,FRI
4217,1,2021-03-27 00:00:00+00:00,SAT
4218,1,2021-04-01 00:00:00+00:00,THU
4219,2,2021-02-15 00:00:00+00:00,THU
4220,1,2021-04-01 00:00:00+00:00,THU
4221,2,2021-04-13 00:00:00+00:00,FRI
4222,1,2021-04-08 00:00:00+00:00,THU
4223,1,2021-04-04 00:00:00+00:00,SUN
4224,1,2021-04-11 00:00:00+00:00,SUN
4225,1,2021-04-09 00:00:00+00:00,FRI
4226,1,2021-04-07 00:00:00+00:00,WED
4227,1,2021-04-18 00:00:00+00:00,SUN
4228,2,2021-05-12 12:00:00+00:00,SUN
4229,1,2021-04-18 00:00:00+00:00,SUN
4230,1,2021-04-20 00:00:00+00:00,TUE
4231,1,2021-04-18 00:00:00+00:00,SUN
4232,1,2021-04-20 00:00:00+00:00,TUE
4233,1,2021-04-26 00:00:00+00:00,MON
4234,1,2021-04-10 00:00:00+00:00,SAT
4235,1,2021-04-21 00:00:00+00:00,WED
4236,1,2021-04-22 00:00:00+00:00,THU
4237,2,2021-05-13 12:00:00+00:00,WED
4238,1,2021-04-29 00:00:00+00:00,THU
4239,1,2021-05-03 00:00:00+00:00,MON
4240,1,2021-04-29 00:00:00+00:00,THU
4241,1,2021-04-27 00:00:00+00:00,TUE
4242,1,2021-05-04 00:00:00+00:00,TUE
4243,1,2021-04-29 00:00:00+00:00,THU
4244,1,2021-04-29 00:00:00+00:00,THU
4245,1,2021-05-10 00:00:00+00:00,MON
4246,1,2021-05-06 00:00:00+00:00,THU
4247,1,2021-05-11 00:00:00+00:00,TUE
4248,2,2021-07-01 12:00:00+00:00,WED
4249,1,2021-05-17 00:00:00+00:00,MON
4250,1,2021-05-17 00:00:00+00:00,MON
4251,1,2021-05-19 00:00:00+00:00,WED
4252,1,2021-05-19 00:00:00+00:00,WED
4253,1,2021-05-05 00:00:00+00:00,WED
4254,1,2021-05-13 00:00:00+00:00,THU
4255,2,2021-06-11 12:00:00+00:00,SAT
4256,1,2021-05-15 00:00:00+00:00,SAT
4257,1,2021-05-24 00:00:00+00:00,MON
4258,3,2021-07-20 00:00:00+00:00,SUN
4259,1,2021-05-30 00:00:00+00:00,SUN
4260,1,2021-05-31 00:00:00+00:00,MON
4261,2,2021-07-06 12:00:00+00:00,FRI
4262,1,2021-06-11 00:00:00+00:00,FRI
4263,1,2021-06-10 00:00:00+00:00,THU
4264,1,2021-06-15 00:00:00+00:00,TUE
4265,1,2021-06-10 00:00:00+00:00,THU
4266,1,2021-03-17 00:00:00+00:00,WED
4267,1,2021-06-16 00:00:00+00:00,WED
4268,3,2021-08-20 08:00:00+00:00,FRI
4269,1,2021-06-16 00:00:00+00:00,WED
4270,1,2021-06-17 00:00:00+00:00,THU
4271,1,2021-06-05 00:00:00+00:00,SAT
4272,1,2021-06-07 00:00:00+00:00,MON
4273,1,2021-06-16 00:00:00+00:00,WED
4274,1,2021-06-28 00:00:00+00:00,MON
4275,1,2021-06-29 00:00:00+00:00,TUE
4276,1,2021-06-28 00:00:00+00:00,MON
4277,1,2021-06-27 00:00:00+00:00,SUN
4278,2,2021-08-01 00:00:00+00:00,WED
4279,1,2021-07-01 00:00:00+00:00,THU
4280,1,2021-07-02 00:00:00+00:00,FRI
4281,1,2021-07-06 00:00:00+00:00,TUE
4282,1,2021-07-06 00:00:00+00:00,TUE
4283,1,2021-07-01 00:00:00+00:00,THU
4284,1,2021-07-09 00:00:00+00:00,FRI
4285,1,2021-07-08 00:00:00+00:00,THU
4286,1,2021-07-13 00:00:00+00:00,TUE
4287,1,2021-07-10 00:00:00+00:00,SAT
4288,1,2021-07-11 00:00:00+00:00,SUN
4289,1,2021-07-02 00:00:00+00:00,FRI
4290,1,2021-07-12 00:00:00+00:00,MON
4291,1,2021-07-14 00:00:00+00:00,WED
4292,1,2021-07-14 00:00:00+00:00,WED
4293,2,2021-08-04 00:00:00+00:00,WED
4294,1,2021-07-19 00:00:00+00:00,MON
4295,1,2021-07-21 00:00:00+00:00,WED
4296,1,2021-07-23 00:00:00+00:00,FRI
4297,1,2021-07-22 00:00:00+00:00,THU
4298,1,2021-07-30 00:00:00+00:00,FRI
4299,1,2021-07-29 00:00:00+00:00,THU
4300,1,2021-08-01 00:00:00+00:00,SUN
4301,1,2021-08-02 00:00:00+00:00,MON
4302,1,2021-08-01 00:00:00+00:00,SUN
4303,1,2021-08-02 00:00:00+00:00,MON
4304,1,2021-08-03 00:00:00+00:00,TUE
4305,1,2021-07-31 00:00:00+00:00,SAT
4306,1,2021-08-02 00:00:00+00:00,MON
4307,1,2021-08-04 00:00:00+00:00,WED
4308,1,2021-08-02 00:00:00+00:00,MON
4309,1,2021-07-31 00:00:00+00:00,SAT
4310,1,2021-08-04 00:00:00+00:00,WED
4311,1,2021-08-04 00:00:00+00:00,WED
4312,1,2021-08-08 00:00:00+00:00,SUN
4313,1,2021-08-04 00:00:00+00:00,WED
4314,1,2021-08-07 00:00:00+00:00,SAT
4315,1,2021-08-03 00:00:00+00:00,TUE
4316,1,2021-08-12 00:00:00+00:00,THU
4317,1,2021-08-16 00:00:00+00:00,MON
4318,1,2021-08-07 00:00:00+00:00,SAT
4319,1,2021-08-14 00:00:00+00:00,SAT
4320,1,2021-08-20 00:00:00+00:00,FRI
4321,1,2021-08-18 00:00:00+00:00,WED
4322,1,2021-08-21 00:00:00+00:00,SAT
4323,1,2021-08-20 00:00:00+00:00,FRI
4324,1,2021-08-25 00:00:00+00:00,WED
4325,1,2021-08-02 00:00:00+00:00,MON
4326,2,2021-08-31 12:00:00+00:00,FRI
4327,1,2021-08-21 00:00:00+00:00,SAT
4328,1,2021-08-29 00:00:00+00:00,SUN
4329,1,2021-09-02 00:00:00+00:00,THU
4330,1,2021-09-01 00:00:00+00:00,WED
4331,1,2021-09-05 00:00:00+00:00,SUN
4332,1,2021-09-07 00:00:00+00:00,TUE
4333,1,2021-09-03 00:00:00+00:00,FRI
4334,1,2021-09-11 00:00:00+00:00,SAT
4335,1,2021-09-09 00:00:00+00:00,THU
4336,1,2021-09-13 00:00:00+00:00,MON
4337,1,2021-09-19 00:00:00+00:00,SUN
4338,1,2021-09-18 00:00:00+00:00,SAT
4339,1,2021-09-20 00:00:00+00:00,MON
4340,1,2021-09-27 00:00:00+00:00,MON
4341,1,2021-09-27 00:00:00+00:00,MON
4342,1,2021-09-29 00:00:00+00:00,WED
4343,1,2021-09-19 00:00:00+00:00,SUN
4344,1,2021-10-05 00:00:00+00:00,TUE
4345,1,2021-09-30 00:00:00+00:00,THU
4346,1,2021-10-05 00:00:00+00:00,TUE
4347,1,2021-10-05 00:00:00+00:00,TUE
4348,1,2021-10-01 00:00:00+00:00,FRI
4349,1,2021-10-12 00:00:00+00:00,TUE
4350,1,2021-10-08 00:00:00+00:00,FRI
4351,1,2021-09-23 00:00:00+00:00,THU
4352,1,2021-10-11 00:00:00+00:00,MON
4353,1,2021-10-17 00:00:00+00:00,SUN
4354,1,2021-10-22 00:00:00+00:00,FRI
4355,1,2021-12-09 00:00:00+00:00,THU
4356,1,2021-12-20 00:00:00+00:00,MON
4357,1,2022-01-09 00:00:00+00:00,SUN
4358,1,2022-01-27 18:19:00+00:00,THU
4359,1,2022-01-31 00:00:00+00:00,MON
4360,1,2022-01-26 00:00:00+00:00,WED
4361,1,2022-01-31 00:00:00+00:00,MON
